Region,Initial extraction capacity in preparation Gas,Delay order new capacity Gas,Delay time new capacity Gas,Initial extraction capacity Gas,Initial mothballed capacity Gas,Time for deteriation of unused capacity Gas,Initial Undiscovered resources Gas,Initial relation between reserve base and resource size Gas,Relative change in costs due to learning Gas,Initial reserve base Gas,Average Rb over P gas,Gas Import,Gas Export,Initial extraction capacity in preparation Oil,Delay order new capacity Oil,Delay time new capacity Oil,Initial extraction capacity Oil,Initial mothballed capacity Oil,Time for deteriation of unused capacity Oil,Initial Undiscovered resources Oil,Initial relation between reserve base and resource size Oil,Relative change in costs due to learning Oil,Initial reserve base Oil,Average Rb over P Oil,Total export Oil,Total import Oil,Initial Energy stocks Oil,Average throughput time stocks Oil,Initial extraction capacity in preparation Coal,Delay order new capacity Coal,Delay time new capacity Coal,Initial extraction capacity Coal,Initial mothballed capacity Coal,Time for deteriation of unused capacity Coal,Initial Undiscovered resources Coal,Initial relation between reserve base and resource size Coal,Relative change in costs due to learning Coal,Initial reserve base Coal,Average Rb over P Coal,Total export Coal,Total import Coal,Initial Energy stocks Coal,Average throughput time stocks Coal,Initial extraction capacity in preparation Nuclear,Delay order new capacity Nuclear,Delay time new capacity Nuclear,Initial extraction capacity Nuclear,Initial mothballed capacity Nuclear,Time for deteriation of unused capacity Nuclear,Initial extraction capacity in preparation Biofuels,Delay order new capacity Biofuels,Delay time new capacity Biofuels,Initial extraction capacity Biofuels,Initial mothballed capacity Biofuels,Time for deteriation of unused capacity Biofuels,Total export Biofuels,Total import Biofuels,Initial Energy stocks Biofuels,Average throughput time stocks Biofuels,Initial extraction capacity in preparation other Renewables,Delay order new capacity other Renewables,Delay time new capacity other Renewables,Initial extraction capacity other Renewables,Initial mothballed capacity other Renewables,Time for deteriation of unused capacity other Renewables,Factor limiting Economic Growth due to Energy Shortage,Initial GDP,Autonomous Economic Growth Patern Switch,Autonomous Economic Growth Factor,Autonomous Economic Growth Patern 1,One Year,Effect of Energy Shortage on Future Decoupling,Initial Shortage Effect on Decoupling,Delay Order Decoupling due to Shortage,Delay Time Decoupling due to Shortage,Initial Effect of Supply Shortage on Decoupling,Initial Energy Intensity GDP,Maximum Change in Demand,CO2 emissions of natural gas,CO2 emissions of Oil,CO2 emissions of coal,Variance power,Average EROEI energy sources lognormal,Maximum EROEI,Minimum EROEI,MATH Pi,Initial unit costs Gas,Initial cumulative extraction fuel Gas,Initial cumulative extraction fuel Oil,Initial unit costs Oil,Initial cumulative extraction fuel Coal,Initial unit costs Coal,Initial cumulative extraction fuel Nuclear,Delay order forecasts,Short forecasting period,Experience curve parameter extraction,Initial normalised costs relative in relation to learning effects Nuclear,Initial normalised costs relative in relation to learning effects Nuclear2,Summed delay time new capacity,Initial unit costs Nuclear,Initial cumulative extraction fuel Biofuels,Initial normalised costs relative in relation to learning effects Biofuels,Initial normalised costs relative in relation to learning effects Biofuels2,Initial unit costs Biofuels,Initial EROEI Biofuels,Potential EROEI Biofuels,Initial cumulative extraction fuel other Renewables,Initial normalised costs relative in relation to learning effects other Renewables,Initial normalised costs relative in relation to learning effects other Renewables2,Initial unit costs other Renewables,Initial EROEI other Renewables,Potential EROEI other Renewables,Maximum relative mothballing Gas,Long term profits energy supply period Gas,Initial long term normalized profits Gas,Supply elasticity Gas,Investment fraction normalized profits Gas,Maximum relative mothballing Oil,Long term profits energy supply period Oil,Initial long term normalized profits Oil,Supply elasticity Oil,Investment fraction normalized profits Oil,Maximum relative mothballing Coal,Long term profits energy supply period Coal,Initial long term normalized profits Coal,Supply elasticity Coal,Investment fraction normalized profits Coal,Maximum relative mothballing Nuclear,Long term profits energy supply period Nuclear,Initial long term normalized profits Nuclear,Supply elasticity Nuclear,Investment fraction normalized profits Nuclear,Maximum relative mothballing Biofuels,Long term profits energy supply period Biofuels,Initial long term normalized profits Biofuels,Supply elasticity Biofuels,Investment fraction normalized profits Biofuels,Maximum relative mothballing other Renewables,Long term profits energy supply period other Renewables,Initial long term normalized profits other Renewables,Supply elasticity other Renewables,Investment fraction normalized profits other Renewables,Costs CO2 emissions,Initial completing new extraction capacity Gas,Initial completing new extraction capacity Oil,Initial completing new extraction capacity Coal,Initial completing new extraction capacity Nuclear,Initial completing new extraction capacity Biofuels,Initial completing new extraction capacity other Renewables,Initial Decoupling Effect Materializing
1,0,3,15.5868,0,0,25.9823,0,10,-5.00E-04,0,0,4.76E+04,0.00E+00,0,3,15.5868,0,0,35.9823,0,10,-0.0005,0,0,0,111112.9802,111112.9802,0.1,0,3,15.5868,0,0,25.9823,0,10,-0.0005,0,0,0,67461.45224,67461.45224,0.1,0,3,15.5868,0,0,25.9823,0,3,15.5868,0,0,25.9823,0,0,0,0.1,0,3,15.5868,0,0,25.9823,0.1,59220688843,1,0.016,1,1,5.00E-01,0,3,10,0,4.96E-06,0.5,53.06,80.85,103.565,-1,40,50,1,3.141592654,7512.12,1219249.081,4267371.782,5000,8636347.654,1615.2,0,10,1.85342,-0.512547,40,40,40,13314.8,0,40,40,31919.7,2,50,0,40,40,5152,5,30,0.3,8.2738,0.0977153,0.0649225,0.224828,0.3,8.2738,0.298128,0.148704,0.452329,0.3,8.2738,0.496472,0.14,0.33112,0.3,8.2738,0.162188,0.0116461,0.377136,0.3,8.2738,0.638689,0.148704,0,0.3,8.2738,0.895687,0.229605,-0.228167,0,0,0,0,0,0,0,0
1,0,3,15.5868,222225.9603,14405.65977,25.9823,14895652.4,10,-5.00E-04,1489565.24,8.1,1.99E+06,0.00E+00,0,3,15.5868,218257.6396,14148.41584,36.9823,39683207.2,10,-0.0005,3968320.72,18.9,0,2142893.189,2361150.828,0.1,0,3,15.5868,0,0,25.9823,0,10,-0.0005,0,0,0,488103.4486,488103.4486,0.1,0,3,15.5868,0,0,25.9823,0,3,15.5868,22698.79452,1471.435248,25.9823,0,0,2269.879452,0.1,253297.9116,3,1.56E+01,953508.1026,61810.57016,25.9823,0.1,2.06E+12,1,0.016,1,1,5.00E-01,0,3,10,0,2.93E-06,0.5,53.06,80.85,103.565,-1,40,50,1,3.141592654,7512.12,56593478.16,90681650.37,5000,62486515.38,1615.2,0,10,1.85342,-0.512547,40,40,40,13314.8,87176.30926,40,40,31919.7,2,50,9765372.303,40,40,5152,5,30,0.3,8.2738,0.0977153,0.0649225,0.224828,0.3,8.2738,0.298128,0.148704,0.452329,0.3,8.2738,0.496472,0.14,0.33112,0.3,8.2738,0.162188,0.0116461,0.377136,0.3,8.2738,0.638689,0.148704,0,0.3,8.2738,0.895687,0.229605,-0.228167,0,0,0,0,0,0,16250.79629,0
1,0,3,15.5868,0,0,25.9823,0,10,-5.00E-04,0,0,1.98E+04,0.00E+00,0,3,15.5868,0,0,37.9823,0,10,-0.0005,0,0,0,43651.52792,43651.52792,0.1,0,3,15.5868,0,0,25.9823,0,10,-0.0005,0,0,0,27778.24504,27778.24504,0.1,0,3,15.5868,0,0,25.9823,0,3,15.5868,0,0,25.9823,0,0,0,0.1,0,3,15.5868,0,0,25.9823,0.1,23512930619,1,0.016,1,1,5.00E-01,0,3,10,0,4.96E-06,0.5,53.06,80.85,103.565,-1,40,50,1,3.141592654,7512.12,508020.4503,1676467.486,5000,3556143.152,1615.2,0,10,1.85342,-0.512547,40,40,40,13314.8,0,40,40,31919.7,2,50,0,40,40,5152,5,30,0.3,8.2738,0.0977153,0.0649225,0.224828,0.3,8.2738,0.298128,0.148704,0.452329,0.3,8.2738,0.496472,0.14,0.33112,0.3,8.2738,0.162188,0.0116461,0.377136,0.3,8.2738,0.638689,0.148704,0,0.3,8.2738,0.895687,0.229605,-0.228167,0,0,0,0,0,0,0,0
1,0,3,15.5868,0,0,25.9823,0,10,-5.00E-04,0,0,2.38E+04,0.00E+00,0,3,15.5868,0,0,38.9823,0,10,-0.0005,0,0,0,51588.16936,51588.16936,0.1,0,3,15.5868,0,0,25.9823,0,10,-0.0005,0,0,0,31746.56576,31746.56576,0.1,0,3,15.5868,0,0,25.9823,0,3,15.5868,0,0,25.9823,0,0,0,0.1,0,3,15.5868,0,0,25.9823,0.1,28247565849,1,0.016,1,1,5.00E-01,0,3,10,0,4.96E-06,0.5,53.06,80.85,103.565,-1,40,50,1,3.141592654,7512.12,609624.5403,1981279.756,5000,4064163.602,1615.2,0,10,1.85342,-0.512547,40,40,40,13314.8,0,40,40,31919.7,2,50,0,40,40,5152,5,30,0.3,8.2738,0.0977153,0.0649225,0.224828,0.3,8.2738,0.298128,0.148704,0.452329,0.3,8.2738,0.496472,0.14,0.33112,0.3,8.2738,0.162188,0.0116461,0.377136,0.3,8.2738,0.638689,0.148704,0,0.3,8.2738,0.895687,0.229605,-0.228167,0,0,0,0,0,0,0,0
1,0,3,15.5868,0,0,25.9823,0,10,-5.00E-04,0,0,3.57E+04,0.00E+00,0,3,15.5868,0,0,39.9823,0,10,-0.0005,0,0,0,83334.73512,83334.73512,0.1,0,3,15.5868,0,0,25.9823,0,10,-0.0005,0,0,0,51588.16936,51588.16936,0.1,0,3,15.5868,0,0,25.9823,0,3,15.5868,0,0,25.9823,0,0,0,0.1,0,3,15.5868,0,0,25.9823,0.1,44687574443,1,0.016,1,1,5.00E-01,0,3,10,0,4.96E-06,0.5,53.06,80.85,103.565,-1,40,50,1,3.141592654,7512.12,914436.8105,3200528.837,5000,6604265.853,1615.2,0,10,1.85342,-0.512547,40,40,40,13314.8,0,40,40,31919.7,2,50,0,40,40,5152,5,30,0.3,8.2738,0.0977153,0.0649225,0.224828,0.3,8.2738,0.298128,0.148704,0.452329,0.3,8.2738,0.496472,0.14,0.33112,0.3,8.2738,0.162188,0.0116461,0.377136,0.3,8.2738,0.638689,0.148704,0,0.3,8.2738,0.895687,0.229605,-0.228167,0,0,0,0,0,0,0,0
1,0,3,15.5868,0,0,25.9823,0,10,-5.00E-04,0,0,4.76E+04,0.00E+00,0,3,15.5868,0,0,40.9823,0,10,-0.0005,0,0,0,115081.3009,115081.3009,0.1,0,3,15.5868,0,0,25.9823,0,10,-0.0005,0,0,0,71429.77296,71429.77296,0.1,0,3,15.5868,0,0,25.9823,0,3,15.5868,0,0,25.9823,0,0,0,0.1,0,3,15.5868,0,0,25.9823,0.1,61317077716,1,0.016,1,1,5.00E-01,0,3,10,0,4.96E-06,0.5,53.06,80.85,103.565,-1,40,50,1,3.141592654,7512.12,1219249.081,4419777.917,5000,9144368.105,1615.2,0,10,1.85342,-0.512547,40,40,40,13314.8,0,40,40,31919.7,2,50,0,40,40,5152,5,30,0.3,8.2738,0.0977153,0.0649225,0.224828,0.3,8.2738,0.298128,0.148704,0.452329,0.3,8.2738,0.496472,0.14,0.33112,0.3,8.2738,0.162188,0.0116461,0.377136,0.3,8.2738,0.638689,0.148704,0,0.3,8.2738,0.895687,0.229605,-0.228167,0,0,0,0,0,0,0,0
1,0,3,15.5868,0,0,25.9823,0,10,-5.00E-04,0,0,2.98E+05,0.00E+00,0,3,15.5868,0,0,41.9823,0,10,-0.0005,0,0,0,285719.0918,285719.0918,0.1,0,3,15.5868,59524.8108,3858.658866,25.9823,1154384497,10,-0.0005,115438449.7,366,0,35714.88648,95239.69728,0.1,0,3,15.5868,142859.5459,9260.781279,25.9823,0,3,15.5868,0,0,25.9823,0,0,0,0.1,3968.32072,3,1.56E+01,31746.56576,2057.951395,25.9823,0.1,1.44E+11,1,0.016,1,1,5.00E-01,0,3,10,0,5.90E-06,0.5,53.06,80.85,103.565,-1,40,50,1,3.141592654,7512.12,7620306.754,10973241.73,5000,12192490.81,1615.2,2560423.069,10,1.85342,-0.512547,40,40,40,13314.8,0,40,40,31919.7,2,50,325133.0882,40,40,5152,5,30,0.3,8.2738,0.0977153,0.0649225,0.224828,0.3,8.2738,0.298128,0.148704,0.452329,0.3,8.2738,0.496472,0.14,0.33112,0.3,8.2738,0.162188,0.0116461,0.377136,0.3,8.2738,0.638689,0.148704,0,0.3,8.2738,0.895687,0.229605,-0.228167,0,0,0,0,0,0,254.5949598,0
1,0,3,15.5868,0,0,25.9823,0,10,-5.00E-04,0,0,7.94E+03,0.00E+00,0,3,15.5868,0,0,42.9823,0,10,-0.0005,0,0,0,19841.6036,19841.6036,0.1,0,3,15.5868,0,0,25.9823,0,10,-0.0005,0,0,0,11904.96216,11904.96216,0.1,0,3,15.5868,0,0,25.9823,0,3,15.5868,0,0,25.9823,0,0,0,0.1,0,3,15.5868,0,0,25.9823,0.1,11278543046,1,0.016,1,1,5.00E-01,0,3,10,0,4.96E-06,0.5,53.06,80.85,103.565,-1,40,50,1,3.141592654,7512.12,203208.1801,762030.6754,5000,1524061.351,1615.2,0,10,1.85342,-0.512547,40,40,40,13314.8,0,40,40,31919.7,2,50,0,40,40,5152,5,30,0.3,8.2738,0.0977153,0.0649225,0.224828,0.3,8.2738,0.298128,0.148704,0.452329,0.3,8.2738,0.496472,0.14,0.33112,0.3,8.2738,0.162188,0.0116461,0.377136,0.3,8.2738,0.638689,0.148704,0,0.3,8.2738,0.895687,0.229605,-0.228167,0,0,0,0,0,0,0,0
1,0,3,15.5868,1547645.081,100325.1305,25.9823,245483000,10,-5.00E-04,24548300,17.9,0.00E+00,4.25E+05,0,3,15.5868,0,0,43.9823,0,10,-0.0005,0,0,0,1583359.967,1583359.967,0.1,0,3,15.5868,0,0,25.9823,0,10,-0.0005,0,0,0,436515.2792,436515.2792,0.1,11904.96216,3,15.5868,35714.88648,2315.19532,25.9823,50278.62352,3,15.5868,72064.70428,4671.549668,25.9823,0,0,7206.470428,0.1,9246.187278,3,1.56E+01,52143.73426,3380.185167,25.9823,0.1,8.71E+11,1,0.016,1,1,5.00E-01,0,3,10,0,3.80E-06,0.5,53.06,80.85,103.565,-1,40,50,1,3.141592654,7512.12,28753957.48,60810047.9,5000,55882249.53,1615.2,640105.7673,10,1.85342,-0.512547,40,40,40,13314.8,276769.5413,40,40,31919.7,2,50,534031.0973,40,40,5152,5,30,0.3,8.2738,0.0977153,0.0649225,0.224828,0.3,8.2738,0.298128,0.148704,0.452329,0.3,8.2738,0.496472,0.14,0.33112,0.3,8.2738,0.162188,0.0116461,0.377136,0.3,8.2738,0.638689,0.148704,0,0.3,8.2738,0.895687,0.229605,-0.228167,0,0,0,0,763.7848795,3225.718141,593.2062564,0
1,0,3,15.5868,0,0,25.9823,0,10,-5.00E-04,0,0,2.70E+05,0.00E+00,0,3,15.5868,0,0,44.9823,0,10,-0.0005,0,0,0,515881.6936,515881.6936,0.1,0,3,15.5868,0,0,25.9823,0,10,-0.0005,0,0,0,126986.263,126986.263,0.1,0,3,15.5868,0,0,25.9823,0,3,15.5868,15119.30194,980.0993521,25.9823,0,0,1511.930194,0.1,55556.49008,3,1.56E+01,409491.0151,26545.00056,25.9823,0.1,4.14E+11,1,0.016,1,1,5.00E-01,0,3,10,0,3.23E-06,0.5,53.06,80.85,103.565,-1,40,50,1,3.141592654,7512.12,6909078.123,19812797.56,5000,16256654.41,1615.2,0,10,1.85342,-0.512547,40,40,40,13314.8,58066.73746,40,40,31919.7,2,50,4193810.421,40,40,5152,5,30,0.3,8.2738,0.0977153,0.0649225,0.224828,0.3,8.2738,0.298128,0.148704,0.452329,0.3,8.2738,0.496472,0.14,0.33112,0.3,8.2738,0.162188,0.0116461,0.377136,0.3,8.2738,0.638689,0.148704,0,0.3,8.2738,0.895687,0.229605,-0.228167,0,0,0,0,0,0,3564.329438,0
1,0,3,15.5868,146827.8666,9518.025204,25.9823,35069000,10,-5.00E-04,3506900,16.6,4.37E+05,0.00E+00,0,3,15.5868,0,0,45.9823,0,10,-0.0005,0,0,0,1063509.953,1063509.953,0.1,0,3,15.5868,2103209.982,136339.2799,25.9823,10242632610,10,-0.0005,1024263261,203,170637.791,0,1932572.191,0.1,0,3,15.5868,0,0,25.9823,19087.62266,3,15.5868,37302.21477,2418.09289,25.9823,0,0,3730.221477,0.1,95993.67822,3,1.56E+01,165082.142,10701.34726,25.9823,0.1,5.56E+11,1,0.016,1,1,5.00E-01,0,3,10,0,6.80E-06,0.5,53.06,80.85,103.565,-1,40,50,1,3.141592654,7512.12,14935801.24,40844844.2,5000,247405959.3,1615.2,0,10,1.85342,-0.512547,40,40,40,13314.8,143261.767,40,40,31919.7,2,50,1690692.058,40,40,5152,5,30,0.3,8.2738,0.0977153,0.0649225,0.224828,0.3,8.2738,0.298128,0.148704,0.452329,0.3,8.2738,0.496472,0.14,0.33112,0.3,8.2738,0.162188,0.0116461,0.377136,0.3,8.2738,0.638689,0.148704,0,0.3,8.2738,0.895687,0.229605,-0.228167,0,0,0,0,0,1224.601757,6158.652078,0
1,0,3,15.5868,0,0,25.9823,0,10,-5.00E-04,0,0,1.63E+05,0.00E+00,0,3,15.5868,0,0,46.9823,0,10,-0.0005,0,0,0,468261.845,468261.845,0.1,0,3,15.5868,0,0,25.9823,0,10,-0.0005,0,0,0,130954.5838,130954.5838,0.1,0,3,15.5868,0,0,25.9823,1230.179423,3,15.5868,12738.30951,825.7529974,25.9823,0,0,1273.830951,0.1,0,3,1.56E+01,209487.6508,13579.90677,25.9823,0.1,2.28E+11,1,0.016,1,1,5.00E-01,0,3,10,0,4.30E-06,0.5,53.06,80.85,103.565,-1,40,50,1,3.141592654,7512.12,4165767.692,17983923.94,5000,16764674.86,1615.2,0,10,1.85342,-0.512547,40,40,40,13314.8,48922.36936,40,40,31919.7,2,50,2145471.966,40,40,5152,5,30,0.3,8.2738,0.0977153,0.0649225,0.224828,0.3,8.2738,0.298128,0.148704,0.452329,0.3,8.2738,0.496472,0.14,0.33112,0.3,8.2738,0.162188,0.0116461,0.377136,0.3,8.2738,0.638689,0.148704,0,0.3,8.2738,0.895687,0.229605,-0.228167,0,0,0,0,0,78.92443755,0,0
1,11904.96216,3,15.5868,349212.2234,22637.46535,25.9823,35069000,10,-5.00E-04,3506900,9.9,7.94E+03,0.00E+00,0,3,15.5868,158732.8288,10289.75698,47.9823,39683207.2,10,-0.0005,3968320.72,21.8,0,210320.9982,369053.827,0.1,0,3,15.5868,186511.0738,12090.46445,25.9823,115478133,10,-0.0005,11547813.3,11,0,47619.84864,234130.9225,0.1,0,3,15.5868,103176.3387,6688.342035,25.9823,0,3,15.5868,0,0,25.9823,0,0,0,0.1,31746.56576,3,1.56E+01,238099.2432,15434.63547,25.9823,0.1,1.98E+11,1,0.016,1,1,5.00E-01,0,3,10,0,6.57E-06,0.5,53.06,80.85,103.565,-1,40,50,1,3.141592654,7512.12,9144368.105,14173770.56,5000,29973206.56,1615.2,1849194.439,10,1.85342,-0.512547,40,40,40,13314.8,0,40,40,31919.7,2,50,2438498.161,40,40,5152,5,30,0.3,8.2738,0.0977153,0.0649225,0.224828,0.3,8.2738,0.298128,0.148704,0.452329,0.3,8.2738,0.496472,0.14,0.33112,0.3,8.2738,0.162188,0.0116461,0.377136,0.3,8.2738,0.638689,0.148704,0,0.3,8.2738,0.895687,0.229605,-0.228167,0,763.7848795,0,0,0,0,2036.759679,0
1,0,3,15.5868,0,0,25.9823,0,10,-5.00E-04,0,0,3.97E+04,0.00E+00,0,3,15.5868,0,0,48.9823,0,10,-0.0005,0,0,0,91271.37656,91271.37656,0.1,0,3,15.5868,0,0,25.9823,0,10,-0.0005,0,0,0,55556.49008,55556.49008,0.1,0,3,15.5868,0,0,25.9823,0,3,15.5868,0,0,25.9823,0,0,0,0.1,0,3,15.5868,0,0,25.9823,0.1,48969999339,1,0.016,1,1,5.00E-01,0,3,10,0,4.96E-06,0.5,53.06,80.85,103.565,-1,40,50,1,3.141592654,7512.12,1016040.901,3505341.107,5000,7112286.304,1615.2,0,10,1.85342,-0.512547,40,40,40,13314.8,0,40,40,31919.7,2,50,0,40,40,5152,5,30,0.3,8.2738,0.0977153,0.0649225,0.224828,0.3,8.2738,0.298128,0.148704,0.452329,0.3,8.2738,0.496472,0.14,0.33112,0.3,8.2738,0.162188,0.0116461,0.377136,0.3,8.2738,0.638689,0.148704,0,0.3,8.2738,0.895687,0.229605,-0.228167,0,0,0,0,0,0,0,0
1,0,3,15.5868,0,0,25.9823,0,10,-5.00E-04,0,0,7.94E+04,0.00E+00,0,3,15.5868,0,0,49.9823,0,10,-0.0005,0,0,0,190479.3946,190479.3946,0.1,0,3,15.5868,0,0,25.9823,0,10,-0.0005,0,0,0,115081.3009,115081.3009,0.1,0,3,15.5868,0,0,25.9823,0,3,15.5868,0,0,25.9823,0,0,0,0.1,0,3,1.56E+01,0,0,25.9823,0.1,1.01E+11,1,0.016,1,1,5.00E-01,0,3,10,0,4.96E-06,0.5,53.06,80.85,103.565,-1,40,50,1,3.141592654,7512.12,2032081.801,7315494.484,5000,14732593.06,1615.2,0,10,1.85342,-0.512547,40,40,40,13314.8,0,40,40,31919.7,2,50,0,40,40,5152,5,30,0.3,8.2738,0.0977153,0.0649225,0.224828,0.3,8.2738,0.298128,0.148704,0.452329,0.3,8.2738,0.496472,0.14,0.33112,0.3,8.2738,0.162188,0.0116461,0.377136,0.3,8.2738,0.638689,0.148704,0,0.3,8.2738,0.895687,0.229605,-0.228167,0,0,0,0,0,0,0,0
1,0,3,15.5868,0,0,25.9823,0,10,-5.00E-04,0,0,7.54E+04,0.00E+00,0,3,15.5868,0,0,50.9823,0,10,-0.0005,0,0,0,380958.7891,380958.7891,0.1,0,3,15.5868,0,0,25.9823,0,10,-0.0005,0,0,0,150796.1874,150796.1874,0.1,0,3,15.5868,210320.9982,13633.92799,25.9823,0,3,15.5868,17143.14551,1111.293754,25.9823,0,0,1714.314551,0.1,66747.15451,3,1.56E+01,256670.9842,16638.53703,25.9823,0.1,2.47E+11,1,0.016,1,1,5.00E-01,0,3,10,0,4.43E-06,0.5,53.06,80.85,103.565,-1,40,50,1,3.141592654,7512.12,1930477.711,14630988.97,5000,19304777.11,1615.2,3769511.741,10,1.85342,-0.512547,40,40,40,13314.8,65839.45035,40,40,31919.7,2,50,2628701.018,40,40,5152,5,30,0.3,8.2738,0.0977153,0.0649225,0.224828,0.3,8.2738,0.298128,0.148704,0.452329,0.3,8.2738,0.496472,0.14,0.33112,0.3,8.2738,0.162188,0.0116461,0.377136,0.3,8.2738,0.638689,0.148704,0,0.3,8.2738,0.895687,0.229605,-0.228167,0,0,0,0,0,0,4282.287224,0
1,0,3,15.5868,0,0,25.9823,0,10,-5.00E-04,0,0,3.17E+04,0.00E+00,0,3,15.5868,0,0,51.9823,0,10,-0.0005,0,0,0,579374.8251,579374.8251,0.1,0,3,15.5868,0,0,25.9823,0,10,-0.0005,0,0,0,83334.73512,83334.73512,0.1,71429.77296,3,15.5868,507945.0522,32927.22233,25.9823,0,3,15.5868,8809.671998,571.0815122,25.9823,0,0,880.9671998,0.1,117224.1941,3,1.56E+01,907872.4143,58852.26503,25.9823,0.1,5.43E+11,1,0.016,1,1,5.00E-01,0,3,10,0,3.90E-06,0.5,53.06,80.85,103.565,-1,40,50,1,3.141592654,7512.12,812832.7204,22251295.72,5000,10668429.46,1615.2,9103726.469,10,1.85342,-0.512547,40,40,40,13314.8,33834.16199,40,40,31919.7,2,50,9297993.489,40,40,5152,5,30,0.3,8.2738,0.0977153,0.0649225,0.224828,0.3,8.2738,0.298128,0.148704,0.452329,0.3,8.2738,0.496472,0.14,0.33112,0.3,8.2738,0.162188,0.0116461,0.377136,0.3,8.2738,0.638689,0.148704,0,0.3,8.2738,0.895687,0.229605,-0.228167,0,0,0,0,4582.709277,0,7520.735114,0
1,0,3,15.5868,1388912.252,90035.37355,25.9823,70138000,10,-5.00E-04,7013800,4.4,1.06E+06,0.00E+00,0,3,15.5868,1801617.607,116788.7417,52.9823,119049621.6,10,-0.0005,11904962.16,6.3,0,1162717.971,2964335.578,0.1,0,3,15.5868,214289.3189,13891.17192,25.9823,27778245.04,10,-0.0005,2777824.504,23,0,706361.0882,920650.407,0.1,71429.77296,3,15.5868,630962.9945,40901.78398,25.9823,12420.84385,3,15.5868,12301.79423,797.4561657,25.9823,0,0,1230.179423,0.1,638383.7542,3,1.56E+01,733742.5011,47564.40163,25.9823,0.1,2.71E+12,1,0.016,1,1,5.00E-01,0,3,10,0,2.85E-06,0.5,53.06,80.85,103.565,-1,40,50,1,3.141592654,7512.12,62689723.56,113847382.9,5000,117860744.5,1615.2,11308535.22,10,1.85342,-0.512547,40,40,40,13314.8,47245.90187,40,40,31919.7,2,50,7514638.5,40,40,5152,5,30,0.3,8.2738,0.0977153,0.0649225,0.224828,0.3,8.2738,0.298128,0.148704,0.452329,0.3,8.2738,0.496472,0.14,0.33112,0.3,8.2738,0.162188,0.0116461,0.377136,0.3,8.2738,0.638689,0.148704,0,0.3,8.2738,0.895687,0.229605,-0.228167,0,0,0,0,4582.709277,796.8822243,40956.69119,0
1,575406.5044,3,15.5868,3928637.513,254671.4852,25.9823,596173000,10,-5.00E-04,59617300,13.9,0.00E+00,3.77E+06,0,3,15.5868,3488153.913,226117.4096,53.9823,396832072,10,-0.0005,39683207.2,11,3067511.917,0,420641.9963,0.1,0,3,15.5868,0,0,25.9823,0,10,-0.0005,0,0,0,31746.56576,31746.56576,0.1,0,3,15.5868,0,0,25.9823,0,3,15.5868,0,0,25.9823,0,0,0,0.1,238099.2432,3,1.56E+01,1257957.668,81546.32404,25.9823,0.1,4.68E+11,1,0.016,1,1,5.00E-01,0,3,10,0,3.99E-06,0.5,53.06,80.85,103.565,-1,40,50,1,3.141592654,7512.12,3962559.512,16155050.32,5000,4064163.602,1615.2,0,10,1.85342,-0.512547,40,40,40,13314.8,0,40,40,31919.7,2,50,12883398.62,40,40,5152,5,30,0.3,8.2738,0.0977153,0.0649225,0.224828,0.3,8.2738,0.298128,0.148704,0.452329,0.3,8.2738,0.496472,0.14,0.33112,0.3,8.2738,0.162188,0.0116461,0.377136,0.3,8.2738,0.638689,0.148704,0,0.3,8.2738,0.895687,0.229605,-0.228167,0,36916.26918,0,0,0,0,15275.69759,0
1,0,3,15.5868,0,0,25.9823,0,10,-5.00E-04,0,0,1.03E+05,0.00E+00,0,3,15.5868,0,0,54.9823,0,10,-0.0005,0,0,0,444451.9206,444451.9206,0.1,0,3,15.5868,0,0,25.9823,0,10,-0.0005,0,0,0,3968.32072,3968.32072,0.1,0,3,15.5868,210320.9982,13633.92799,25.9823,0,3,15.5868,0,0,25.9823,0,0,0,0.1,0,3,1.56E+01,365085.5062,23666.44105,25.9823,0.1,6.33E+11,1,0.016,1,1,5.00E-01,0,3,10,0,1.77E-06,0.5,53.06,80.85,103.565,-1,40,50,1,3.141592654,7512.12,2641706.341,17069487.13,5000,508020.4503,1615.2,3769511.741,10,1.85342,-0.512547,40,40,40,13314.8,0,40,40,31919.7,2,50,3739030.514,40,40,5152,5,30,0.3,8.2738,0.0977153,0.0649225,0.224828,0.3,8.2738,0.298128,0.148704,0.452329,0.3,8.2738,0.496472,0.14,0.33112,0.3,8.2738,0.162188,0.0116461,0.377136,0.3,8.2738,0.638689,0.148704,0,0.3,8.2738,0.895687,0.229605,-0.228167,0,0,0,0,0,0,0,0
