Initial energy resource prices Oil,Initial energy resource prices Coal,Initial energy resource prices Biofuels,Initial energy resource prices Nuclear E,Initial energy resource prices other Renewables E,Initial energy resource prices Gas E,Initial energy resource prices Nuclear NA,Initial energy resource prices other Renewables NA,Initial energy resource prices Gas NA,Initial energy resource prices Nuclear SCA,Initial energy resource prices other Renewables SCA,Initial energy resource prices Gas SCA,Initial energy resource prices Nuclear CIS,Initial energy resource prices other Renewables CIS,Initial energy resource prices Gas CIS,Initial energy resource prices Nuclear ME,Initial energy resource prices other Renewables ME,Initial energy resource prices Gas ME,Initial energy resource prices Nuclear AF,Initial energy resource prices other Renewables AF,Initial energy resource prices Gas AF,Initial energy resource prices Nuclear AP,Initial energy resource prices other Renewables AP,Initial energy resource prices Gas AP
14106.4,3767,33988.9,17345.5,21982,8.90E+03,17345.5,2.20E+04,4.33E+03,17345.5,21982,11000,17345.5,21982,8.90E+03,17345.5,21982,11000,17345.5,21982,11000,17345.5,21982,11000
