Initial energy resource prices Oil,Initial energy resource prices Coal,Initial energy resource prices Biofuels,Initial energy resource prices Nuclear E,Initial energy resource prices other Renewables E,Initial energy resource prices Gas E,Initial energy resource prices Nuclear NA,Initial energy resource prices other Renewables NA,Initial energy resource prices Gas NA,Initial energy resource prices Nuclear SCA,Initial energy resource prices other Renewables SCA,Initial energy resource prices Gas SCA,Initial energy resource prices Nuclear CIS,Initial energy resource prices other Renewables CIS,Initial energy resource prices Gas CIS,Initial energy resource prices Nuclear ME,Initial energy resource prices other Renewables ME,Initial energy resource prices Gas ME,Initial energy resource prices Nuclear AF,Initial energy resource prices other Renewables AF,Initial energy resource prices Gas AF,Initial energy resource prices Nuclear AP,Initial energy resource prices other Renewables AP,Initial energy resource prices Gas AP
9032.758621,2900,30000,16500,20000,6.72E+03,16500,20000,2.60E+03,16500,20000,2600,16500,20000,6.72E+03,16500,20000,7450,16500,20000,7450,16500,21982,7450
